name,state,state_code,type,degree_length,room_and_board,in_state_tuition,in_state_total,out_of_state_tuition,out_of_state_total,total_cost
Campbell University,North Carolina,NC,Private,4,11430.0,32500,43930,32500,43930,175720
Campbellsville University,Kentucky,KY,Private,4,8000.0,25400,33400,25400,33400,133600
Canada College,California,CA,Public,2,0.0,1440,1440,8670,8670,2880
Canisius College,New York,NY,Private,4,11300.0,28488,39788,28488,39788,159152
Cankdeska Cikana Community College,North Dakota,ND,Public,2,0.0,4050,4050,4050,4050,8100
Cape Cod Community College,Massachusetts,MA,Public,2,0.0,6330,6330,12510,12510,12660
Cape Fear Community College,North Carolina,NC,Public,2,0.0,2590,2590,8350,8350,5180
Capella University,Minnesota,MN,For Profit,4,0.0,13788,13788,13788,13788,55152
Capital Community College,Connecticut,CT,Public,2,0.0,4404,4404,13172,13172,8808
Capital University,Ohio,OH,Private,4,10842.0,35466,46308,35466,46308,185232
Capitol Technology University,Maryland,MD,Private,4,5708.0,25428,31136,25428,31136,124544
Cardinal Stritch University,Wisconsin,WI,Private,4,8440.0,29998,38438,29998,38438,153752
Career College of Northern Nevada,Nevada,NV,For Profit,2,0.0,11250,11250,11250,11250,22500
Careers Unlimited,Utah,UT,For Profit,2,0.0,22841,22841,22841,22841,45682
Caribbean University,,PR,Private,4,0.0,6570,6570,6570,6570,26280
Carl Albert State College,Oklahoma,OK,Public,2,4000.0,3818,7818,7943,11943,15636
Carl Sandburg College,Illinois,IL,Public,2,0.0,5000,5000,8330,8330,10000
Carleton College,Minnesota,MN,Private,4,14085.0,54759,68844,54759,68844,275376
Carlos Albizu University,Florida,FL,Private,4,0.0,10234,10234,10234,10234,40936
Carlos Albizu University: San Juan,,PR,Private,4,0.0,5912,5912,5912,5912,23648
Carlow University,Pennsylvania,PA,Private,4,11442.0,29454,40896,29454,40896,163584
Carnegie Mellon University,Pennsylvania,PA,Private,4,14418.0,55465,69883,55465,69883,279532
Carolina Christian College,North Carolina,NC,Private,4,0.0,8300,8300,8300,8300,33200
Carroll College,Montana,MT,Private,4,9880.0,35486,45366,35486,45366,181464
Carroll Community College,Maryland,MD,Public,2,0.0,5160,5160,10448,10448,10320
Carroll University,Wisconsin,WI,Private,4,9484.0,31918,41402,31918,41402,165608
Carson-Newman University,Tennessee,TN,Private,4,8810.0,27900,36710,27900,36710,146840
Carteret Community College,North Carolina,NC,Public,2,0.0,2372,2372,8132,8132,4744
Carthage College,Wisconsin,WI,Private,4,11990.0,43550,55540,43550,55540,222160
Carver College,Georgia,GA,Private,4,6600.0,13475,20075,13475,20075,80300
Cascadia College,Washington,WA,Public,2,0.0,4447,4447,9878,9878,8894
Case Western Reserve University,Ohio,OH,Private,4,15190.0,49042,64232,49042,64232,256928
Casper College,Wyoming,WY,Public,2,6880.0,3072,9952,7584,14464,19904
Castleton University,Vermont,VT,Public,4,10598.0,12314,22912,28322,38920,91648
Catawba College,North Carolina,NC,Private,4,10488.0,30520,41008,30520,41008,164032
Catawba Valley Community College,North Carolina,NC,Public,2,0.0,2400,2400,8160,8160,4800
Catholic Distance University,West Virginia,WV,Private,4,0.0,10050,10050,10050,10050,40200
Catholic University of America,,DC,Private,4,14650.0,45804,60454,45804,60454,241816
Cayuga Community College,New York,NY,Public,2,0.0,5290,5290,9948,9948,10580
Cazenovia College,New York,NY,Private,4,14596.0,34630,49226,34630,49226,196904
Cecil College,Maryland,MD,Public,2,0.0,4305,4305,9015,9015,8610
Cedar Crest College,Pennsylvania,PA,Private,4,11544.0,39216,50760,39216,50760,203040
Cedar Valley College,Texas,TX,Public,2,0.0,1770,1770,5220,5220,3540
Cedarville University,Ohio,OH,Private,4,7360.0,30270,37630,30270,37630,150520
Centenary College of Louisiana,Louisiana,LA,Private,4,13400.0,36580,49980,36580,49980,199920
Centenary University,New Jersey,NJ,Private,4,11444.0,32998,44442,32998,44442,177768
Central Alabama Community College,Alabama,AL,Public,2,0.0,4740,4740,8610,8610,9480
Central Arizona College,Arizona,AZ,Public,2,7700.0,2580,10280,11100,18800,20560
Central Baptist College,Arkansas,AR,Private,4,7500.0,16200,23700,16200,23700,94800
Central Carolina Community College,North Carolina,NC,Public,2,0.0,2392,2392,8152,8152,4784
Central Carolina Technical College,South Carolina,SC,Public,2,0.0,5760,5760,9630,9630,11520
Central Christian College of Kansas,Kansas,KS,Private,4,8286.0,26674,34960,26674,34960,139840
Central College,Iowa,IA,Private,4,10280.0,37295,47575,37295,47575,190300
Central Community College,Nebraska,NE,Public,2,7106.0,3000,10106,4320,11426,20212
Central Connecticut State University,Connecticut,CT,Public,4,12176.0,10616,22792,21856,34032,91168
Central Georgia Technical College,Georgia,GA,Public,2,0.0,3308,3308,5978,5978,6616
Central Lakes College,Minnesota,MN,Public,2,4000.0,5492,9492,5492,9492,18984
Central Maine Community College,Maine,ME,Public,2,9340.0,3720,13060,6540,15880,26120
Central Methodist University,Missouri,MO,Private,4,7940.0,24420,32360,24420,32360,129440
Central Michigan University,Michigan,MI,Public,4,10076.0,12960,23036,12960,23036,92144
Central New Mexico Community College,New Mexico,NM,Public,2,0.0,1626,1626,7338,7338,3252
Central Ohio Technical College,Ohio,OH,Public,2,0.0,4536,4536,7296,7296,9072
Central Oregon Community College,Oregon,OR,Public,2,10770.0,4938,15708,13218,23988,31416
Central Penn College,Pennsylvania,PA,For Profit,4,8094.0,18714,26808,18714,26808,107232
Central Piedmont Community College,North Carolina,NC,Public,2,0.0,2792,2792,8936,8936,5584
Central State University,Ohio,OH,Public,4,10232.0,6346,16578,8346,18578,66312
Central Texas College,Texas,TX,Public,2,5040.0,2700,7740,7050,12090,15480
Central Virginia Community College,Virginia,VA,Public,2,0.0,4838,4838,10766,10766,9676
Central Washington University,Washington,WA,Public,4,11115.0,8072,19187,23053,34168,76748
Central Wyoming College,Wyoming,WY,Public,2,6681.0,3120,9801,7632,14313,19602
Central Yeshiva Tomchei Tmimim-Lubavitch,New York,NY,Private,4,3500.0,7700,11200,7700,11200,44800
Centralia College,Washington,WA,Public,2,0.0,4438,4438,4873,4873,8876
Centre College,Kentucky,KY,Private,4,10480.0,41700,52180,41700,52180,208720
Century College,Minnesota,MN,Public,2,0.0,5417,5417,5417,5417,10834
Cerritos College,California,CA,Public,2,0.0,1438,1438,9688,9688,2876
Cerro Coso Community College,California,CA,Public,2,0.0,1382,1382,7802,7802,2764
Chabot College,California,CA,Public,2,0.0,1414,1414,9664,9664,2828
Chadron State College,Nebraska,NE,Public,4,7380.0,7196,14576,7196,14576,58304
Chaffey College,California,CA,Public,2,0.0,1414,1414,9454,9454,2828
Chamberlain College Of Nursing: Tinley Park,Illinois,IL,For Profit,4,0.0,20850,20850,20850,20850,83400
Chaminade University of Honolulu,Hawaii,HI,Private,4,13630.0,25374,39004,25374,39004,156016
Champlain College,Vermont,VT,Private,4,15354.0,41010,56364,41010,56364,225456
Chandler-Gilbert Community College,Arizona,AZ,Public,2,0.0,2580,2580,9810,9810,5160
Chapman University,California,CA,Private,4,15828.0,52724,68552,52724,68552,274208
Charles R Drew University of Medicine and Science,California,CA,Private,4,0.0,17440,17440,17440,17440,69760
Charleston Southern University,South Carolina,SC,Private,4,10200.0,25500,35700,25500,35700,142800
Charlotte Christian College and Theological Seminary,North Carolina,NC,Private,4,0.0,10688,10688,10688,10688,42752
Charter Oak State College,Connecticut,CT,Public,4,0.0,10161,10161,13101,13101,40644
Chatfield College,Ohio,OH,Private,2,0.0,12184,12184,12184,12184,24368
Chatham University,Pennsylvania,PA,Private,4,12090.0,37611,49701,37611,49701,198804
Chattahoochee Technical College,Georgia,GA,Public,2,0.0,3350,3350,6020,6020,6700
Chattahoochee Valley Community College,Alabama,AL,Public,2,0.0,4560,4560,8670,8670,9120
Chattanooga State Community College,Tennessee,TN,Public,2,0.0,4778,4778,17684,17684,9556
Chemeketa Community College,Oregon,OR,Public,2,0.0,4725,4725,12960,12960,9450
Chesapeake College,Maryland,MD,Public,2,0.0,4760,4760,9110,9110,9520
Chestnut Hill College,Pennsylvania,PA,Private,4,11000.0,36180,47180,36180,47180,188720
Cheyney University of Pennsylvania,Pennsylvania,PA,Public,4,11018.0,9479,20497,14495,25513,81988
Chicago State University,Illinois,IL,Public,4,8724.0,12177,20901,20877,29601,83604
Chief Dull Knife College,Montana,MT,Public,2,0.0,2260,2260,2260,2260,4520
Chipola College,Florida,FL,Public,2,0.0,3160,3160,8990,8990,6320
Chippewa Valley Technical College,Wisconsin,WI,Public,2,0.0,4364,4364,6377,6377,8728
Chowan University,North Carolina,NC,Private,4,9400.0,24980,34380,24980,34380,137520
Christendom College,Virginia,VA,Private,4,10280.0,26360,36640,26360,36640,146560
Christian Brothers University,Tennessee,TN,Private,4,7400.0,32820,40220,32820,40220,160880
Christopher Newport University,Virginia,VA,Public,4,11460.0,14754,26214,27220,38680,104856
Cincinnati Christian University,Ohio,OH,Private,4,8360.0,17528,25888,17528,25888,103552
Cincinnati College of Mortuary Science,Ohio,OH,Private,2,0.0,20475,20475,20475,20475,40950
Cincinnati State Technical and Community College,Ohio,OH,Public,2,0.0,5242,5242,10001,10001,10484
Cisco College,Texas,TX,Public,2,4355.0,2940,7295,5070,9425,14590
Citrus College,California,CA,Public,2,0.0,1450,1450,9520,9520,2900
City College of San Francisco,California,CA,Public,2,0.0,1414,1414,8644,8644,2828
City Colleges of Chicago: Harold Washington College,Illinois,IL,Public,2,0.0,3504,3504,11544,11544,7008
City Colleges of Chicago: Harry S. Truman College,Illinois,IL,Public,2,0.0,3504,3504,11544,11544,7008
City Colleges of Chicago: Kennedy-King College,Illinois,IL,Public,2,0.0,3504,3504,11544,11544,7008
City Colleges of Chicago: Malcolm X College,Illinois,IL,Public,2,0.0,3504,3504,11544,11544,7008
City Colleges of Chicago: Olive-Harvey College,Illinois,IL,Public,2,0.0,3504,3504,11544,11544,7008
City Colleges of Chicago: Richard J. Daley College,Illinois,IL,Public,2,0.0,3504,3504,11544,11544,7008
City Colleges of Chicago: Wilbur Wright College,Illinois,IL,Public,2,0.0,3504,3504,11544,11544,7008
City University of New York: Baruch College,New York,NY,Public,4,15178.0,7261,22439,18531,33709,89756
City University of New York: Borough of Manhattan Community College,New York,NY,Public,2,0.0,5169,5169,9969,9969,10338
City University of New York: Bronx Community College,New York,NY,Public,2,0.0,5205,5205,10005,10005,10410
City University of New York: Brooklyn College,New York,NY,Public,4,0.0,7240,7240,18510,18510,28960
City University of New York: City College,New York,NY,Public,4,18124.0,7140,25264,18410,36534,101056
City University of New York: College of Staten Island,New York,NY,Public,4,18265.0,7289,25554,18559,36824,102216
City University of New York: Guttman Community College,New York,NY,Public,2,0.0,5193,5193,9993,9993,10386
City University of New York: Hostos Community College,New York,NY,Public,2,0.0,5206,5206,10006,10006,10412
City University of New York: Hunter College,New York,NY,Public,4,9714.0,7180,16894,18450,28164,67576
City University of New York: John Jay College of Criminal Justice,New York,NY,Public,4,17750.0,7270,25020,18540,36290,100080
City University of New York: Kingsborough Community College,New York,NY,Public,2,0.0,5253,5253,10053,10053,10506
City University of New York: LaGuardia Community College,New York,NY,Public,2,0.0,5217,5217,10017,10017,10434
City University of New York: Lehman College,New York,NY,Public,4,11820.0,7209,19029,18479,30299,76116
City University of New York: Medgar Evers College,New York,NY,Public,4,0.0,7153,7153,18423,18423,28612
City University of New York: New York City College of Technology,New York,NY,Public,4,0.0,7120,7120,18390,18390,28480
City University of New York: Queens College,New York,NY,Public,4,12380.0,7338,19718,18608,30988,78872
City University of New York: Queensborough Community College,New York,NY,Public,2,0.0,5209,5209,10009,10009,10418
City University of New York: York College,New York,NY,Public,4,0.0,7157,7157,18427,18427,28628
Clackamas Community College,Oregon,OR,Public,2,0.0,4944,4944,12414,12414,9888
Claflin University,South Carolina,SC,Private,4,9294.0,16622,25916,16622,25916,103664
Claremont McKenna College,California,CA,Private,4,16705.0,54405,71110,54405,71110,284440
Clarendon College,Texas,TX,Public,2,4176.0,5250,9426,7560,11736,18852
Clarion University of Pennsylvania,Pennsylvania,PA,Public,4,12670.0,11175,23845,15033,27703,95380
Clark Atlanta University,Georgia,GA,Private,4,9524.0,23436,32960,23436,32960,131840
Clark College,Washington,WA,Public,2,0.0,4287,4287,9718,9718,8574
Clark State Community College,Ohio,OH,Public,2,0.0,4480,4480,8420,8420,8960
Clark University,Massachusetts,MA,Private,4,9170.0,45730,54900,45730,54900,219600
Clarke University,Iowa,IA,Private,4,9600.0,33350,42950,33350,42950,171800
Clarks Summit University,Pennsylvania,PA,Private,4,6320.0,23890,30210,23890,30210,120840
Clarkson College,Nebraska,NE,Private,4,5398.0,16920,22318,16920,22318,89272
Clarkson University,New York,NY,Private,4,14908.0,49444,64352,49444,64352,257408
Clatsop Community College,Oregon,OR,Public,2,0.0,5130,5130,9720,9720,10260
Clayton State University,Georgia,GA,Public,4,9994.0,6410,16404,19486,29480,65616
Clear Creek Baptist Bible College,Kentucky,KY,Private,4,4160.0,9440,13600,9440,13600,54400
Cleary University,Michigan,MI,Private,4,9600.0,20250,29850,20250,29850,119400
Clemson University,South Carolina,SC,Public,4,10832.0,14970,25802,36724,47556,103208
Cleveland Community College,North Carolina,NC,Public,2,0.0,2372,2372,8132,8132,4744
Cleveland Institute of Art,Ohio,OH,Private,4,14386.0,42055,56441,42055,56441,225764
Cleveland Institute of Music,Ohio,OH,Private,4,15048.0,41987,57035,41987,57035,228140
Cleveland State Community College,Tennessee,TN,Public,2,0.0,4539,4539,17445,17445,9078
Cleveland State University,Ohio,OH,Public,4,13560.0,10625,24185,14992,28552,96740
Clinton College,South Carolina,SC,Private,2,9551.0,10020,19571,10020,19571,39142
Clinton Community College,Iowa,IA,Public,2,0.0,4860,4860,6870,6870,9720
Clinton Community College,New York,NY,Public,2,10500.0,6090,16590,11096,21596,33180
Cloud County Community College,Kansas,KS,Public,2,5900.0,3030,8930,3470,9370,17860
Clover Park Technical College,Washington,WA,Public,2,0.0,4271,4271,4271,4271,8542
Clovis Community College,New Mexico,NM,Public,2,0.0,1296,1296,2904,2904,2592
Coahoma Community College,Mississippi,MS,Public,2,4420.0,2996,7416,3446,7866,14832
Coastal Alabama Community College,Alabama,AL,Public,2,5800.0,4740,10540,8610,14410,21080
Coastal Bend College,Texas,TX,Public,2,5100.0,2646,7746,4956,10056,15492
Coastal Carolina Community College,North Carolina,NC,Public,2,0.0,2492,2492,8636,8636,4984
Coastal Carolina University,South Carolina,SC,Public,4,9190.0,11536,20726,26648,35838,82904
Coastal Pines Technical College,Georgia,GA,Public,2,0.0,3248,3248,5918,5918,6496
Coastline Community College,California,CA,Public,2,0.0,1400,1400,9530,9530,2800
Cochise College,Arizona,AZ,Public,2,7272.0,2550,9822,7800,15072,19644
Cochran School of Nursing,New York,NY,Private,2,0.0,11302,11302,11302,11302,22604
Coconino County Community College,Arizona,AZ,Public,2,0.0,3480,3480,11655,11655,6960
Coe College,Iowa,IA,Private,4,9480.0,45000,54480,45000,54480,217920
Coffeyville Community College,Kansas,KS,Public,2,6180.0,2160,8340,3630,9810,16680
Cogswell Polytechnical College,California,CA,For Profit,4,11000.0,20056,31056,20056,31056,124224
Coker College,South Carolina,SC,Private,4,9090.0,29328,38418,29328,38418,153672
Colby College,Maine,ME,Private,4,14190.0,55210,69400,55210,69400,277600
Colby Community College,Kansas,KS,Public,2,3704.0,3616,7320,5504,9208,14640
Colby-Sawyer College,New Hampshire,NH,Private,4,14264.0,42398,56662,42398,56662,226648
Coleman University,California,CA,Private,4,0.0,20725,20725,20725,20725,82900
Colgate University,New York,NY,Private,4,13995.0,55870,69865,55870,69865,279460
College for Creative Studies,Michigan,MI,Private,4,8800.0,44110,52910,44110,52910,211640
College of Alameda,California,CA,Public,2,0.0,1416,1416,9606,9606,2832
College of Biblical Studies-Houston,Texas,TX,Private,4,0.0,8590,8590,8590,8590,34360
College of Business and Technology: Flagler,Florida,FL,For Profit,2,0.0,12222,12222,12222,12222,24444
College of Business and Technology: Hialeah,Florida,FL,For Profit,2,0.0,12222,12222,12222,12222,24444
College of Business and Technology: Miami Gardens,Florida,FL,For Profit,2,0.0,12222,12222,12222,12222,24444
College of Central Florida,Florida,FL,Public,2,0.0,3213,3213,12656,12656,6426
College of Charleston,South Carolina,SC,Public,4,12166.0,12738,24904,31920,44086,99616
College of Coastal Georgia,Georgia,GA,Public,4,9520.0,3971,13491,10578,20098,53964
College of Court Reporting,Indiana,IN,For Profit,2,0.0,11250,11250,11250,11250,22500
College of DuPage,Illinois,IL,Public,2,0.0,4080,4080,11790,11790,8160
